ranking_2025,nit,razon_social,supervisor,región,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales_2025,ganancia_pérdida_2025,total_activos_2025,total_pasivos_2025,total_patrimonio_2025,ingresos_operacionales_2024,ganancia_pérdida_2024,total_activos_2024,total_pasivos_2024,total_patrimonio_2024,ranking_20251
5865,900176591,NOVELL SOFTWARE NOLA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,J5820 - Edición de programas de informática (software),SERVICIOS,43455026,968008,11227727,4503727,6724000,47645048.0,2141508.0,21067593.0,12750155.0,8317438.0,5865
5866,900444604,INVERSIONES MERCARNES S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"G4723 - Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",COMERCIO,43451889,114470,5446967,2138636,3308331,34926491.0,716332.0,5565323.0,2371462.0,3193861.0,5866
5867,900715560,DEMOLICIONES Y COMPRAVENTA LAS 3 B S. A. S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C2511 - Fabricación de productos metálicos para uso estructural,MANUFACTURA,43437196,2165083,40990688,26757785,14232903,26716915.0,1003770.0,26429110.0,20361290.0,6067820.0,5867
5868,817000809,INDUSTRIAS PATOJITO S.A.S.,SUPERSOCIEDADES,PACÍFICO,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,43433423,1147753,68888249,30396734,38491515,43697847.0,1111468.0,64630587.0,27286825.0,37343762.0,5868
5869,830099732,DROGUERIA INGLESA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,43391270,1808871,22920926,9363710,13557216,37650283.0,1764373.0,19550632.0,7802286.0,11748346.0,5869
5870,832010212,SUMMERHILL SCHOOL SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA-CUNDINAMARCA,P8530 - Establecimientos que combinan diferentes niveles de educación,SERVICIOS,43388501,7407344,48697502,15015015,33682487,40815520.0,6712181.0,58935271.0,32660127.0,26275144.0,5870
5871,900131528,INDUSTRIA DE PINTURAS Y PARTES METALMECANICAS SAS,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,DOS-QUEBRADAS-RISARALDA,C2592 - Tratamiento y revestimiento de metales; mecanizado,MANUFACTURA,43382672,1451354,17670015,14241092,3428923,25486835.0,1757492.0,12742820.0,10765251.0,1977569.0,5871
5872,900300194,COMERCIALIZADORA UNIMAX S.A.S.,SUPERSOCIEDADES,LLANOS ORIENTALES,META,VILLAVICENCIO-META,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,COMERCIO,43379275,811022,7549565,4162201,3387364,42164037.0,497960.0,7853712.0,5027370.0,2826342.0,5872
5873,800240674,SKY S A,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C3290 - Otras industrias manufactureras n.c.p.,MANUFACTURA,43379178,2044188,34344383,25078931,9265452,34827891.0,222585.0,28797036.0,21575772.0,7221264.0,5873
5874,890921463,SUDISTRIBUIDOR S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,SABANETA-ANTIOQUIA,G4690 - Comercio al por mayor no especializado,COMERCIO,43358255,1879626,27435254,6229518,21205736,55724699.0,5657996.0,29930305.0,10604195.0,19326110.0,5874
5875,860351040,SOCIEDAD DE COMERCIALIZACION INTERNACIONAL FLORES COLON LTDA. EN ACUERDO DE REESTRIUCTURACION,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,A0125 - Cultivo de flor de corte,AGROPECUARIO,43357040,13797,34711323,34381740,329583,40504299.0,69396.0,29678501.0,29362715.0,315786.0,5875
5876,900995957,VAISAND MOTORS SAS,SUPERSOCIEDADES,CARIBE,BOLÍVAR,CARTAGENA-BOLIVAR,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,43356068,1555424,16171093,8899579,7271514,22563595.0,1178186.0,9026625.0,3310535.0,5716090.0,5876
5877,900021499,DISTRIBUIDORA ALGER SAS,SUPERSOCIEDADES,CENTRO,HUILA,PALERMO-HUILA,"G4732 - Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",COMERCIO,43348845,686809,22297149,12012119,10285030,40811556.0,1030947.0,22652897.0,13404676.0,9248221.0,5877
5878,860002445,EXCO COLOMBIANA S.A.S,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,PEREIRA-RISARALDA,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,MANUFACTURA,43345307,2791099,58061748,28574095,29487653,47989328.0,1782211.0,62873353.0,33627138.0,29246215.0,5878
5879,860531849,MERCICO MERCANTIL CUPIDO DE COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,TENJO-CUNDINAMARCA,C2229 - Fabricación de artículos de plástico n.c.p.,MANUFACTURA,43334943,-157852,55201723,39415385,15786338,43701642.0,737835.0,49133559.0,33189369.0,15944190.0,5879
5880,901131317,ROBINFOOD COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,I5612 - Expendio por autoservicio de comidas preparadas,SERVICIOS,43333650,-3918498,19189458,179776772,-160587314,37054515.0,-14912468.0,19739563.0,176408379.0,-156668816.0,5880
5881,900819239,ALTADIS FARMACEUTICA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,43326584,10448869,37747776,16866576,20881200,35372244.0,10393962.0,28316696.0,8529799.0,19786897.0,5881
5882,901351769,GMASIVO 16 S.A.S,SUPERTRANSPORTE,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA,H4921 - Transporte de pasajeros,SERVICIOS,43300203,5531105,167693776,153076860,14616916,41133932.0,6105234.0,173604457.0,170196020.0,3408437.0,5882
5883,830139876,DISEÑOS Y CONSTRUCCIONES DYCO SAS.,SUPERSOCIEDADES,CENTRO,TOLIMA,IBAGUE-TOLIMA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,43288386,1668867,62660129,53109060,9551069,23034421.0,622433.0,68577086.0,59819746.0,8757340.0,5883
5884,860078780,IMPOCOMA S.A.S.,SUPERTRANSPORTE,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,MOSQUERA,H4923 - Transporte de carga por carretera,SERVICIOS,43284640,933658,60704692,43468678,17236014,40493122.549,718561.45,55205139.058,38902783.211,16302355.847,5884
5885,900349349,ALIANZA BSH SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,43283260,1682063,24065406,15065613,8999793,36614609.0,1944607.0,17691027.0,10302728.0,7388299.0,5885
5886,830004184,SERVICIO TECNICO GONHER FARMACEUTICA S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,43263892,3542723,26456383,6462721,19993662,32802185.0,2240623.0,25608403.0,8723000.0,16885403.0,5886
5887,890207641,INGECAR SA,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,BUCARAMANGA-SANTANDER,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",SERVICIOS,43249205,3927082,55351172,18559566,36791606,25547327.0,3154651.0,48853326.0,17135534.0,31717792.0,5887
5888,900106843,INTERVENTIONAL MEDICAL PRODUCTS S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,43247848,300556,48793303,38332533,10460770,37412179.0,1457665.0,41655514.0,31495300.0,10160214.0,5888
5889,891100949,INDUSTRIA LECHERA DEL HUILA S.A.,SUPERSOCIEDADES,CENTRO,HUILA,NEIVA-HUILA,C1040 - Elaboración de productos lácteos,MANUFACTURA,43241059,425304,6641596,1991885,4649711,50784811.0,620265.0,6769104.0,2209754.0,4559350.0,5889
5890,860061903,ALMACENADORA COLOMBIANA S.A C.I,SUPERTRANSPORTE,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.",H5210 - Almacenamiento y depósito,SERVICIOS,43238482,4331301,57328439,18367061,38961377,28212701.428,3988780.695,55564162.984,16945305.635,38618857.349,5890
5891,900170266,PACIFIC INTERNATIONAL TRADE SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,COMERCIO,43218692,2829447,22058998,8704001,13354997,48101417.0,1968246.0,20836496.0,10310946.0,10525550.0,5891
5892,901314005,LA PLAZUELA S.A.S.,SUPERSOCIEDADES,CARIBE,BOLÍVAR,SAN-PABLO-BOLIVAR,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO,43215762,380563,3099377,1117252,1982125,35417080.0,353659.0,2865962.0,1264400.0,1601562.0,5892
5893,890204942,PRODUCTORA AVICOLA DE LOS ANDES PROANDES LTDA..,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,FLORIDABLANCA-SANTANDER,A0145 - Cría de aves de corral,AGROPECUARIO,43214440,-1768321,29203137,12118733,17084404,48753079.0,1574173.0,28526499.0,8282360.0,20244139.0,5893
5894,901429794,NUTRISR DE NARIÑO SAS,SUPERSOCIEDADES,PACÍFICO,NARIÑO,PASTO-NARINO,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,43213867,1193919,10822150,6051265,4770885,39455109.0,1067092.0,8882090.0,5608735.0,3273355.0,5894
5895,900577649,INVERSIONES GTC SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,43205292,31297964,139178942,418838,138760104,10451431.0,11067932.0,108671852.0,839017.0,107832835.0,5895
5896,900010450,ENVIRONMENTAL RESOURCES MANAGEMENT COLOMBIA LTDA.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",SERVICIOS,43190723,-12563053,29125200,35479371,-6354171,56473913.0,136757.0,35607167.0,29398285.0,6208882.0,5896
5897,890900045,INDUSTRIA JABONERA LA JIRAFA SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,43174635,150382,24610651,2440287,22170364,52544548.0,388872.0,26546789.0,3285181.0,23261608.0,5897
5898,901543173,COMPAÑIA PAPELERA DE COLOMBIA S.A.S.,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,PEREIRA-RISARALDA,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",MANUFACTURA,43171128,-1315682,77594779,93507495,-15912716,2725051.0,-10184937.0,62179861.0,76776895.0,-14597034.0,5898
5899,830113706,GRUPO HOTELERO LONDOÑO G H L GRUPO HOTELES S C A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7020 - Actividades de consultoría de gestión,SERVICIOS,43165034,25062827,273004511,247088497,25916014,34325662.0,17234591.0,304728305.0,163211628.0,141516677.0,5899
5900,900453899,A & A INGENIERIA ELECTRICA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,43159727,490457,23558662,19630255,3928407,30336511.0,235321.0,22261396.0,18823446.0,3437950.0,5900
5901,805000253,GLOBOLLANTAS LTDA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,43143819,354337,12353794,4771231,7582563,39050689.0,620114.0,10965887.0,4025346.0,6940541.0,5901
5902,860067479,SERVIASEO S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8129 - Otras actividades de limpieza de edificios e instalaciones industriales,SERVICIOS,43122289,236251,16801178,6196702,10604476,44074975.0,2309742.0,19619195.0,6052715.0,13566480.0,5902
5903,800220285,LAVANSER SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"S9601 - Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel",SERVICIOS,43119269,44384,57961721,36684760,21276961,33258279.0,496870.0,48147312.0,35309469.0,12837843.0,5903
5904,900481792,LLION SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,43101652,38904981,275323025,50589044,224733981,31973776.0,31429553.0,246110012.0,57149741.0,188960271.0,5904
5905,900082907,SECURICOL SEGURIDAD PRIVADA LIMITADA,SUPERVIGILANCIA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"11001 - BOGOTA-BOGOTA, D.C.",N8010 - Actividades de seguridad privada,SERVICIOS,43098621,24206,9815946,8205663,1610283,40891415.0,225457.0,9578281.0,7992204.0,1586077.0,5905
5906,832005910,AUTOCENTRO SOACHA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,SOACHA-CUNDINAMARCA,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,43056739,222799,7352208,1326872,6025336,41350909.0,184369.0,7377474.0,1574937.0,5802537.0,5906
5907,901545125,MOTOPARTS SOLUTIONS SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",COMERCIO,43048823,8634257,33335961,8330870,25005091,33494538.0,7682496.0,28605783.0,12234949.0,16370834.0,5907
5908,900614357,INGEOCHO SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,43048354,2512707,31646576,18814456,12832120,44284960.0,2192148.0,26034896.0,15715483.0,10319413.0,5908
5909,800011207,SUMINISTRO MATERIAS COLORANTES S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C2011 - Fabricación de sustancias y productos químicos básicos,MANUFACTURA,43025331,2054712,36648403,6709292,29939111,40050393.0,2585064.0,36394929.0,7510530.0,28884399.0,5909
5910,813002696,GAS NEIVA S.A. E.S.P,SUPERSERVICIOS,CENTRO,HUILA,NEIVA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,43025213,3796239,15632870,4887661,10745209,34145606.0,2940965.0,15255920.0,7274812.0,7981108.0,5910
